customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
040A5EA7-CD,Female,0,No,No,30,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),99.59,2987.7,No
5ED261CA-AB,Male,1,No,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,101.64,6606.6,No
BAD16D28-CD,Female,1,No,Yes,9,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),97.8,880.2,No
366BFF38-EF,Female,0,Yes,No,7,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,50.23,351.61,No
DBD12E2C-AB,Female,1,Yes,No,69,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),34.48,2379.12,No
4D374AA0-EF,Female,1,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),53.43,3472.95,No
4F0B7F87-CD,Male,1,Yes,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,92.68,185.36,No
9E9BDFD6-EF,Female,0,No,Yes,45,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,99.5,4477.5,Yes
127161F9-AB,Male,1,No,Yes,3,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),19.31,57.93,No
CEE7FC4E-CD,Male,0,No,Yes,38,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),106.96,4064.48,Yes
12DE3207-AB,Female,0,No,No,71,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,74.22,5269.62,Yes
698FC112-GH,Female,0,Yes,Yes,55,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,62.91,3460.05,No
A375E257-GH,Female,1,No,Yes,2,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,116.08,232.16,No
739FB032-GH,Female,0,Yes,No,0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),113.29,0.0,Yes
101CC261-CD,Male,0,Yes,Yes,29,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),85.93,2491.97,No
6E8CD37A-GH,Female,0,Yes,No,4,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,53.02,212.08,No
33994C0E-AB,Female,1,No,No,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),97.54,2145.88,No
BC605E94-CD,Male,1,Yes,Yes,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),104.07,832.56,Yes
938D9C89-CD,Female,1,Yes,No,69,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),57.22,3948.18,No
05E7DFE8-GH,Male,1,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,83.74,4689.44,No
74510F5D-AB,Female,1,Yes,No,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,27.32,764.96,Yes
87DF489D-AB,Female,1,No,No,6,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,18.16,108.96,No
E26F28F1-GH,Male,1,No,Yes,3,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),87.2,261.6,Yes
4BC451C2-AB,Female,1,Yes,Yes,0,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),52.9,0.0,Yes
DAE343C7-EF,Female,1,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,74.78,0.0,Yes
5D1620D9-AB,Female,1,Yes,No,48,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,102.02,4896.96,Yes
D3075957-AB,Male,1,No,Yes,25,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),78.2,1955.0,Yes
1E9EA756-AB,Male,1,No,Yes,26,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),118.39,3078.14,No
D2DB3547-CD,Female,1,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,43.47,1217.16,No
3948A4D1-GH,Female,1,No,No,55,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Mailed check,58.42,3213.1,Yes
70764DFE-CD,Female,1,Yes,Yes,40,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),49.35,1974.0,Yes
483A09BE-EF,Male,1,Yes,No,42,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),71.52,3003.84,Yes
228686A6-EF,Male,1,Yes,No,10,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,20.69,206.9,No
0305BC71-GH,Female,1,No,No,40,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,29.12,1164.8,Yes
18AD27A6-EF,Female,1,No,No,27,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),45.46,1227.42,Yes
8173C674-AB,Female,0,Yes,Yes,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,110.31,882.48,No
DBC1483A-GH,Male,0,No,Yes,24,No,No phone service,DSL,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),37.04,888.96,Yes
B5D245A1-GH,Female,1,No,No,21,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),107.48,2257.08,No
12F3601D-AB,Male,0,Yes,Yes,11,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.08,869.88,No
CA536F5B-GH,Female,1,Yes,Yes,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),76.37,687.33,Yes
5F2A716A-GH,Female,0,Yes,No,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),78.58,2986.04,Yes
E07AB8C6-AB,Male,0,No,No,43,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),44.24,1902.32,No
60EA70E8-CD,Female,0,Yes,No,10,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Electronic check,39.86,398.6,Yes
D06241C6-EF,Male,0,Yes,Yes,62,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Electronic check,32.33,2004.46,Yes
6AC3459E-EF,Male,0,No,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),71.86,287.44,Yes
87D809ED-GH,Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Credit card (automatic),22.91,160.37,No
BCCD89EC-EF,Male,1,No,No,44,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Mailed check,35.68,1569.92,No
66EA0770-GH,Female,1,Yes,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,55.93,503.37,No
593ADCDB-EF,Female,1,No,Yes,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,68.03,4898.16,Yes
75C1DCC9-CD,Female,1,Yes,Yes,24,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,36.96,887.04,No
90E8578C-CD,Male,1,Yes,Yes,27,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,40.52,1094.04,No
5551C514-AB,Female,1,Yes,Yes,71,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,89.9,6382.9,Yes
8875ADAD-AB,Female,0,No,Yes,9,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),46.68,420.12,Yes
7320717A-GH,Male,0,Yes,No,46,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),95.68,4401.28,Yes
CFB37A49-EF,Female,1,No,Yes,0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),40.71,0.0,No
3F3C0521-CD,Male,1,Yes,Yes,62,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,37.23,2308.26,No
54314E21-AB,Male,1,No,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,91.37,1827.4,No
668C97DB-EF,Female,1,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,119.98,7318.78,Yes
9F3B511F-AB,Male,0,No,Yes,16,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,24.92,398.72,No
5D82F84A-EF,Female,0,No,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,27.83,1113.2,Yes
F54EBA79-EF,Female,0,No,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),23.21,673.09,No
15FA885B-AB,Female,1,Yes,Yes,16,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),103.97,1663.52,No
729491C2-EF,Female,0,No,No,5,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,No,Mailed check,112.84,564.2,Yes
1F255C40-EF,Male,0,No,No,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),91.23,2645.67,No
2B3A74F8-EF,Female,1,No,No,44,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),51.08,2247.52,No
F9EA8748-GH,Male,1,No,Yes,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,40.2,1085.4,No
531E1610-AB,Male,1,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),71.78,1650.94,No
DC854044-EF,Female,1,No,Yes,48,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,98.75,4740.0,Yes
25882D5E-GH,Male,0,No,No,20,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),45.54,910.8,No
3D2F18DA-AB,Female,1,Yes,Yes,9,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),23.65,212.85,No
6C7B9573-AB,Male,1,No,Yes,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,100.01,7000.7,Yes
EE655B5C-EF,Female,0,No,No,45,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),72.09,3244.05,No
70D407D8-AB,Female,1,No,Yes,55,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),92.56,5090.8,Yes
30C52A8B-CD,Female,1,Yes,No,24,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,85.97,2063.28,Yes
FCBA4045-AB,Female,0,No,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,73.73,4055.15,Yes
F2C7930F-EF,Female,0,Yes,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,28.3,594.3,Yes
FD3566DF-EF,Male,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,115.69,2776.56,No
C918990D-AB,Female,0,No,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),49.81,996.2,Yes
FDA8ABBD-GH,Male,1,No,Yes,24,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),114.54,2748.96,Yes
0B236CDE-GH,Female,0,Yes,No,35,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,46.31,1620.85,No
985E07D2-CD,Male,0,No,Yes,9,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,89.33,803.97,Yes
3F07951D-EF,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,63.19,126.38,Yes
C5F7CF3F-GH,Female,0,Yes,Yes,56,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,58.8,3292.8,Yes
AD621BA5-AB,Female,1,No,Yes,55,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),80.33,4418.15,Yes
2C89A16E-GH,Male,1,Yes,No,37,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,55.22,2043.14,No
489CABBF-EF,Female,1,Yes,Yes,63,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),26.21,1651.23,Yes
0C63BDD2-CD,Male,0,Yes,Yes,21,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),64.9,1362.9,No
585F7EFD-CD,Female,0,Yes,No,45,No,No phone service,DSL,No,Yes,No,No,No,Yes,Two year,No,Electronic check,19.56,880.2,Yes
21FCCFD3-GH,Male,0,No,Yes,22,No,No phone service,DSL,No,No,No,No,Yes,No,Two year,No,Electronic check,89.92,1978.24,No
12D74E08-GH,Female,0,Yes,Yes,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,72.98,2262.38,No
C5412F89-EF,Female,1,Yes,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),82.76,5131.12,Yes
9241EF31-CD,Male,0,Yes,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,86.52,1557.36,Yes
24BC6490-AB,Male,0,No,Yes,38,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),73.83,2805.54,No
5F2402EA-CD,Female,1,Yes,Yes,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),93.35,1586.95,Yes
BD8020B4-AB,Female,1,Yes,Yes,70,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,74.38,5206.6,Yes
51C9593D-CD,Male,0,No,Yes,42,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),108.77,4568.34,Yes
8E6E43F4-EF,Female,0,No,No,13,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),76.58,995.54,No
FE5B60E9-EF,Female,0,Yes,No,49,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),37.02,1813.98,No
C429A410-AB,Female,0,No,No,6,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,78.66,471.96,No
F00B1523-GH,Female,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),31.23,1280.43,Yes
392E9518-GH,Male,1,No,No,7,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,25.27,176.89,No
546ABF15-GH,Male,1,No,Yes,25,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,54.19,1354.75,Yes
A5BF8E98-GH,Female,0,No,Yes,24,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,115.31,2767.44,No
A3A8DEC4-CD,Male,0,No,Yes,14,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Mailed check,85.75,1200.5,Yes
E1BB9269-CD,Female,1,Yes,No,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,49.39,444.51,No
7D4EEFC1-AB,Female,0,No,No,37,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),115.46,4272.02,No
D7279B20-EF,Male,1,No,Yes,54,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,105.85,5715.9,Yes
5DE6F620-EF,Female,1,Yes,Yes,46,No,No phone service,DSL,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),82.87,3812.02,No
488BD8D6-CD,Female,1,No,Yes,60,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,70.51,4230.6,No
E8A05633-CD,Male,1,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,28.75,258.75,Yes
5D306C2E-EF,Male,0,Yes,No,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),57.22,3204.32,Yes
9A646263-EF,Female,1,Yes,No,22,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),84.37,1856.14,Yes
E84ECD97-EF,Female,0,No,No,2,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,21.97,43.94,Yes
BA9DDF62-EF,Male,1,No,Yes,30,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),49.17,1475.1,No
4989CA26-AB,Female,1,Yes,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,21.76,979.2,Yes
1B243B84-EF,Male,0,No,Yes,33,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),100.64,3321.12,Yes
8288CA31-CD,Female,0,Yes,No,25,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Electronic check,51.74,1293.5,Yes
CE016BA5-AB,Female,1,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,57.83,520.47,Yes
BE55A380-CD,Female,1,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,107.98,4535.16,No
CFE71149-CD,Female,1,No,Yes,57,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,70.22,4002.54,Yes
75DFA2C5-CD,Male,1,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),47.88,1436.4,Yes
F0B07A94-AB,Female,0,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),56.04,3754.68,Yes
F5286DCC-GH,Female,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),83.4,3919.8,Yes
BC00F3A9-CD,Male,1,Yes,No,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,40.94,2497.34,No
C6C5E70D-CD,Female,0,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),39.69,555.66,No
701F0E24-EF,Female,0,No,No,41,No,No phone service,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,55.51,2275.91,No
8552028D-EF,Female,1,Yes,No,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),101.72,1220.64,Yes
2E91957E-GH,Male,1,No,No,59,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),81.79,4825.61,No
3FE6D936-GH,Female,0,No,No,62,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,84.49,5238.38,No
FE28B860-CD,Male,0,No,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,67.01,4623.69,Yes
8CA9995C-GH,Female,1,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),69.92,2796.8,No
5CC2C8CC-AB,Female,0,Yes,Yes,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),88.54,708.32,Yes
C54A5634-EF,Female,0,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),113.2,3735.6,Yes
13E85796-GH,Female,1,No,No,51,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,22.3,1137.3,No
517E58A2-GH,Male,0,Yes,Yes,29,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,93.54,2712.66,Yes
ABF731E1-CD,Male,0,No,Yes,2,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,30.55,61.1,Yes
F75D3C22-GH,Male,0,Yes,No,17,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,111.96,1903.32,No
E9D7B92C-EF,Male,0,No,Yes,69,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,44.66,3081.54,Yes
E808B0FA-GH,Male,1,No,No,32,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),106.94,3422.08,No
C3CA759F-AB,Male,1,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),107.27,2252.67,Yes
6DAC7154-EF,Female,0,Yes,No,30,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),54.95,1648.5,No
5B407BFE-EF,Female,1,No,No,60,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),88.18,5290.8,No
C20D9666-CD,Female,1,No,No,11,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,103.12,1134.32,No
B459AFB6-GH,Male,1,No,No,37,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),27.85,1030.45,Yes
AFB05302-GH,Male,1,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),46.46,2415.92,Yes
4E17BB12-CD,Male,1,No,No,19,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,25.25,479.75,Yes
CC1E113C-EF,Female,1,Yes,No,51,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),20.86,1063.86,No
2F539EBF-AB,Female,0,Yes,Yes,66,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),26.41,1743.06,No
FDCAB86F-GH,Female,0,No,Yes,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,59.97,1379.31,Yes
6696F020-EF,Male,1,Yes,Yes,24,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),60.84,1460.16,No
111F4266-EF,Male,0,Yes,Yes,24,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),53.89,1293.36,Yes
5B99CA21-EF,Male,1,Yes,No,27,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,100.02,2700.54,Yes
427C22A5-AB,Male,0,No,No,16,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),38.37,613.92,No
2EA4D483-GH,Female,1,Yes,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,85.3,3156.1,No
0883AF7C-EF,Female,0,Yes,Yes,44,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,81.24,3574.56,Yes
73439614-GH,Male,0,No,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),85.19,4344.69,Yes
BBEA8458-GH,Male,0,No,Yes,27,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),95.54,2579.58,Yes
C560F1CA-CD,Male,0,Yes,Yes,38,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),62.6,2378.8,No
1FE654C9-EF,Male,1,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,38.31,1264.23,Yes
94E861C0-CD,Female,1,No,Yes,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),67.47,4250.61,Yes
D174731A-EF,Female,0,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,57.15,1600.2,Yes
E7A37FA4-CD,Male,1,Yes,No,52,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,95.78,4980.56,Yes
77C9F26C-AB,Male,0,Yes,No,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.94,1250.04,Yes
EBB17CCB-EF,Male,0,No,Yes,37,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,112.18,4150.66,No
CCD323A6-AB,Female,1,No,No,7,No,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,36.67,256.69,No
A5E94F42-CD,Male,0,Yes,No,8,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,95.01,760.08,No
